instance_name pci_041_n0114_full
10 58
10 59
10 60
10 61
10 62
10 72
10 74
10 75
10 78
10 80
10 81
10 82
10 83
10 84
10 86
10 87
10 88
10 89
10 90
10 91
10 92
10 93
10 94
10 95
10 104
10 105
10 107
10 108
11 14
11 16
11 17
11 18
11 26
11 30
11 31
11 32
11 33
11 34
11 36
11 38
11 41
11 48
11 51
11 54
11 60
11 62
11 63
11 86
11 90
11 93
11 95
11 99
11 105
11 108
12 13
12 14
12 17
12 27
12 28
12 42
12 111
12 112
12 113
13 14
13 15
13 19
13 24
13 28
13 30
13 33
13 42
13 43
13 112
14 17
14 18
14 19
14 20
14 21
14 22
14 23
14 24
14 25
14 26
14 28
14 29
14 33
14 39
14 40
14 42
14 43
14 44
14 99
14 111
14 112
14 113
15 16
15 17
15 21
15 25
15 28
15 30
15 33
15 36
15 37
15 38
15 57
15 112
15 113
16 17
16 32
16 36
16 37
16 62
16 93
16 94
16 104
16 107
17 18
17 19
17 24
17 25
17 28
17 29
17 30
17 38
17 42
17 43
17 106
17 112
17 113
18 19
18 20
18 21
18 22
18 24
18 26
18 27
18 29
18 30
18 32
18 33
18 39
18 42
18 43
18 44
18 113
19 20
19 24
19 25
19 30
19 32
19 40
19 43
19 113
20 22
20 26
20 30
20 32
20 39
20 40
20 43
20 44
20 113
21 22
21 23
21 24
21 27
21 29
21 30
21 39
21 43
21 44
21 113
22 23
22 29
22 32
22 40
22 44
22 102
23 29
23 32
23 39
23 41
23 44
24 25
24 26
24 27
24 28
24 29
24 30
24 33
24 42
24 43
24 112
24 113
25 26
25 28
25 30
25 31
25 33
25 36
26 28
26 30
26 31
26 32
26 33
26 40
26 41
26 43
26 113
27 28
27 39
27 42
27 111
28 29
28 30
28 42
28 43
28 111
28 112
28 113
29 32
29 39
29 42
30 31
30 32
30 33
30 36
30 39
30 40
30 42
30 43
30 44
30 48
30 51
30 63
30 90
30 113
31 33
31 34
31 35
31 40
31 41
31 43
31 51
31 62
31 63
31 90
31 91
31 95
31 110
32 33
32 39
32 40
32 41
32 44
32 63
32 99
33 34
33 35
33 40
33 43
33 44
33 51
33 60
33 62
33 63
33 90
33 99
34 35
34 51
34 62
34 63
34 90
34 92
34 99
34 100
34 101
35 40
35 63
36 57
36 93
37 38
37 45
37 57
37 58
37 59
37 60
37 72
37 87
37 93
37 94
38 60
38 93
38 106
39 41
39 44
40 41
40 63
41 63
42 43
42 44
42 50
42 111
42 112
42 113
43 44
44 49
44 113
45 46
45 47
45 48
45 49
45 54
45 57
45 59
45 60
45 61
45 62
45 69
45 72
45 73
45 75
45 78
45 81
45 84
45 85
45 86
45 87
45 88
45 89
45 94
45 102
45 105
45 106
45 108
46 47
46 61
46 73
46 79
46 88
46 94
46 102
46 106
47 48
47 51
47 52
47 54
47 56
47 57
47 58
47 60
47 61
47 62
47 64
47 69
47 72
47 73
47 74
47 75
47 78
47 79
47 80
47 81
47 82
47 83
47 84
47 85
47 86
47 88
47 89
47 90
47 94
47 95
47 99
47 102
47 104
47 106
47 108
48 49
48 50
48 51
48 52
48 54
48 56
48 58
48 60
48 61
48 62
48 64
48 69
48 71
48 72
48 73
48 74
48 75
48 78
48 80
48 81
48 82
48 83
48 84
48 85
48 86
48 88
48 89
48 90
48 91
48 93
48 94
48 95
48 102
48 104
48 105
48 106
48 107
48 110
49 50
49 52
49 55
49 56
49 58
49 61
49 62
49 70
49 71
49 75
49 76
49 77
49 80
49 85
49 92
49 95
49 103
49 104
49 108
49 109
50 51
50 52
50 53
50 56
50 62
50 64
50 71
50 75
50 77
50 84
50 86
50 91
50 93
50 95
50 100
50 107
50 108
50 109
51 52
51 53
51 54
51 56
51 60
51 62
51 63
51 64
51 69
51 74
51 75
51 91
51 92
51 93
51 95
51 99
51 100
51 104
51 105
51 108
51 110
52 53
52 54
52 55
52 56
52 64
52 71
52 75
52 76
52 77
52 80
52 90
52 91
52 95
52 100
52 104
52 105
52 106
52 107
52 108
52 109
52 110
53 56
53 64
53 65
53 77
53 90
53 92
53 100
53 101
53 107
53 109
53 110
54 55
54 56
54 58
54 60
54 61
54 62
54 69
54 72
54 73
54 74
54 75
54 78
54 79
54 80
54 81
54 83
54 84
54 85
54 86
54 87
54 88
54 89
54 90
54 94
54 95
54 102
54 103
54 105
54 106
54 107
54 108
55 69
55 70
55 71
55 75
55 76
55 80
55 102
55 103
55 104
55 105
55 106
55 107
56 61
56 62
56 69
56 71
56 74
56 75
56 76
56 77
56 80
56 90
56 91
56 95
56 104
56 105
56 107
56 108
56 109
56 110
57 58
57 59
57 60
57 72
57 74
57 87
57 93
57 94
58 59
58 61
58 69
58 72
58 73
58 84
58 87
58 88
58 89
58 94
58 102
58 104
58 105
58 108
59 60
59 69
59 72
59 75
59 81
59 84
59 93
59 95
59 105
59 108
60 61
60 62
60 64
60 69
60 72
60 75
60 81
60 84
60 90
60 93
60 94
60 95
60 104
60 105
60 108
61 62
61 72
61 73
61 74
61 75
61 78
61 79
61 80
61 81
61 82
61 83
61 84
61 85
61 87
61 88
61 89
61 90
61 94
61 95
61 102
61 104
61 107
61 108
62 63
62 64
62 69
62 72
62 74
62 75
62 78
62 81
62 82
62 83
62 84
62 86
62 90
62 91
62 93
62 94
62 95
62 99
62 100
62 102
62 104
62 105
62 106
62 107
62 108
62 109
62 110
63 64
63 90
63 92
63 99
63 100
63 101
63 104
64 65
64 87
64 89
64 90
64 91
64 92
64 93
64 94
64 95
64 99
64 101
64 104
64 105
64 108
64 109
64 110
65 86
65 92
65 100
65 101
65 110
66 68
66 97
67 97
69 70
69 71
69 73
69 75
69 81
69 84
69 86
69 87
69 89
69 94
69 102
69 103
69 104
69 105
69 106
69 107
69 108
70 72
70 75
70 76
70 80
70 106
70 107
71 75
71 77
71 80
71 93
71 103
71 107
71 109
72 73
72 74
72 75
72 78
72 81
72 82
72 87
72 89
72 93
72 94
72 102
72 105
72 108
73 74
73 75
73 78
73 79
73 81
73 82
73 84
73 85
73 87
73 89
73 94
73 102
73 105
73 106
73 108
74 77
74 78
74 80
74 82
74 83
74 84
74 85
74 86
74 89
74 90
74 94
74 95
74 102
74 104
74 105
74 106
74 108
75 76
75 77
75 81
75 83
75 84
75 86
75 87
75 89
75 94
75 102
75 105
75 107
75 108
75 109
76 77
76 88
76 103
76 109
77 84
77 91
77 100
77 107
77 108
77 109
78 79
78 80
78 82
78 83
78 84
78 85
78 86
78 89
78 94
78 102
78 104
78 105
78 106
78 107
78 108
79 80
79 82
79 85
79 88
79 89
79 102
79 103
79 104
79 106
79 108
80 83
80 86
80 89
80 95
80 102
80 103
80 104
80 105
80 106
80 108
81 82
81 83
81 84
81 89
81 93
81 94
81 95
81 105
81 108
82 83
82 84
82 85
82 86
82 89
82 102
82 104
82 105
82 106
83 84
83 86
83 90
83 91
83 94
83 95
83 102
83 104
83 105
83 108
84 85
84 86
84 87
84 89
84 93
84 94
84 95
84 102
84 104
84 105
84 106
84 107
84 108
85 86
85 87
85 88
85 89
85 94
85 102
85 104
85 105
85 106
85 108
86 87
86 88
86 90
86 94
86 95
86 104
86 105
86 106
86 107
86 108
87 89
87 94
87 102
87 106
87 108
88 89
88 94
88 102
88 106
88 108
89 102
89 105
89 108
90 91
90 92
90 94
90 95
90 99
90 100
90 104
90 105
90 108
90 110
91 92
91 95
91 100
91 104
91 105
91 108
91 110
92 99
92 100
92 105
92 110
93 94
93 95
93 105
93 106
93 108
94 95
94 102
94 104
94 105
94 106
94 108
95 99
95 100
95 104
95 105
95 107
95 108
95 110
96 98
97 98
98 108
99 100
99 101
99 104
99 110
100 101
100 110
102 103
102 104
102 105
102 106
102 108
103 104
103 106
104 105
104 106
104 107
104 108
104 110
105 106
105 107
105 108
106 107
106 108
107 108
107 109
108 109
108 110
109 110
112 113
num_second_level_neighbors 2916
0 4
0 5
0 6
0 8
0 11
0 13
0 15
0 17
0 19
0 20
0 22
0 23
0 25
0 26
0 30
0 31
0 32
0 33
0 40
0 41
0 43
0 49
0 50
0 99
0 107
0 108
0 112
1 3
1 5
1 7
1 8
1 9
1 11
1 14
1 16
1 18
1 19
1 20
1 21
1 22
1 23
1 24
1 25
1 26
1 29
1 31
1 32
1 33
1 36
1 37
1 38
1 39
1 40
1 41
1 43
1 44
1 45
1 48
1 50
1 51
1 57
1 60
1 62
1 63
1 90
1 93
1 105
1 106
1 113
2 4
2 5
2 6
2 7
2 8
2 9
2 11
2 13
2 15
2 16
2 27
2 29
2 31
2 32
2 34
2 35
2 36
2 38
2 48
2 49
2 50
2 51
2 60
2 62
2 63
2 90
2 99
2 102
2 106
2 107
2 108
3 7
3 9
3 10
3 15
3 16
3 21
3 22
3 23
3 29
3 34
3 35
3 36
3 37
3 38
3 40
3 41
3 45
3 47
3 48
3 49
3 50
3 51
3 52
3 53
3 54
3 55
3 56
3 57
3 58
3 59
3 60
3 61
3 62
3 63
3 64
3 69
3 70
3 71
3 72
3 73
3 74
3 75
3 76
3 77
3 78
3 79
3 80
3 81
3 83
3 84
3 85
3 86
3 87
3 88
3 89
3 90
3 91
3 93
3 94
3 95
3 98
3 99
3 100
3 102
3 104
3 105
3 106
3 109
3 110
3 111
3 112
4 8
4 10
4 12
4 14
4 18
4 19
4 20
4 21
4 24
4 26
4 27
4 29
4 31
4 32
4 34
4 35
4 39
4 40
4 41
4 42
4 43
4 44
4 46
4 47
4 48
4 49
4 50
4 51
4 52
4 54
4 56
4 58
4 59
4 61
4 63
4 64
4 69
4 71
4 72
4 73
4 74
4 75
4 78
4 79
4 80
4 81
4 82
4 83
4 84
4 85
4 86
4 87
4 88
4 89
4 90
4 91
4 94
4 95
4 99
4 100
4 102
4 104
4 105
4 106
4 107
4 108
4 109
4 110
4 111
4 113
5 9
5 12
5 13
5 14
5 15
5 18
5 20
5 21
5 22
5 23
5 24
5 26
5 27
5 29
5 32
5 36
5 37
5 39
5 40
5 41
5 42
5 43
5 44
5 46
5 47
5 49
5 50
5 53
5 54
5 55
5 57
5 58
5 59
5 60
5 61
5 63
5 65
5 69
5 70
5 71
5 72
5 73
5 74
5 75
5 76
5 77
5 78
5 79
5 80
5 81
5 82
5 83
5 84
5 85
5 86
5 87
5 88
5 89
5 92
5 93
5 94
5 98
5 101
5 102
5 103
5 106
5 109
5 111
5 112
5 113
6 10
6 18
6 20
6 21
6 22
6 23
6 26
6 27
6 29
6 31
6 32
6 34
6 35
6 37
6 39
6 40
6 41
6 42
6 43
6 44
6 46
6 47
6 48
6 49
6 50
6 52
6 53
6 54
6 55
6 56
6 57
6 58
6 59
6 60
6 61
6 62
6 63
6 64
6 69
6 72
6 73
6 74
6 75
6 78
6 79
6 80
6 81
6 82
6 83
6 84
6 85
6 86
6 87
6 88
6 89
6 90
6 91
6 92
6 93
6 94
6 95
6 99
6 100
6 102
6 104
6 106
6 107
6 108
6 110
6 111
7 12
7 13
7 14
7 15
7 17
7 18
7 19
7 22
7 23
7 24
7 25
7 26
7 28
7 30
7 31
7 32
7 34
7 35
7 40
7 41
7 42
7 43
7 44
7 45
7 46
7 47
7 49
7 50
7 52
7 53
7 54
7 55
7 56
7 61
7 65
7 69
7 70
7 71
7 73
7 76
7 77
7 78
7 79
7 80
7 81
7 82
7 85
7 87
7 88
7 89
7 91
7 92
7 98
7 100
7 101
7 103
7 106
7 107
7 109
7 110
7 112
7 113
8 9
8 12
8 13
8 14
8 15
8 18
8 19
8 20
8 21
8 22
8 24
8 27
8 28
8 29
8 36
8 37
8 38
8 39
8 40
8 41
8 43
8 44
8 45
8 47
8 49
8 50
8 52
8 53
8 54
8 56
8 57
8 58
8 59
8 61
8 65
8 69
8 71
8 72
8 73
8 74
8 75
8 77
8 78
8 79
8 80
8 81
8 82
8 83
8 84
8 85
8 86
8 87
8 88
8 89
8 91
8 92
8 94
8 98
8 100
8 101
8 102
8 104
8 105
8 106
8 107
8 109
8 111
8 112
8 113
9 12
9 14
9 18
9 20
9 21
9 22
9 24
9 26
9 28
9 29
9 31
9 32
9 34
9 35
9 39
9 40
9 41
9 42
9 43
9 44
9 46
9 47
9 48
9 49
9 50
9 51
9 52
9 54
9 61
9 62
9 63
9 64
9 69
9 71
9 72
9 73
9 74
9 75
9 78
9 79
9 80
9 81
9 82
9 83
9 84
9 85
9 86
9 88
9 89
9 90
9 91
9 92
9 95
9 99
9 102
9 104
9 105
9 106
9 107
9 108
9 112
9 113
10 13
10 14
10 15
10 17
10 18
10 19
10 23
10 25
10 26
10 28
10 30
10 31
10 32
10 33
10 34
10 35
10 36
10 41
10 42
10 46
10 49
10 50
10 53
10 55
10 56
10 63
10 64
10 65
10 69
10 70
10 71
10 73
10 76
10 77
10 79
10 85
10 98
10 99
10 100
10 101
10 102
10 103
10 106
10 109
10 110
11 12
11 13
11 15
11 19
11 20
11 21
11 22
11 23
11 24
11 25
11 27
11 28
11 29
11 35
11 37
11 39
11 40
11 42
11 43
11 44
11 45
11 47
11 49
11 50
11 52
11 53
11 55
11 56
11 57
11 58
11 59
11 61
11 64
11 65
11 69
11 71
11 72
11 73
11 74
11 75
11 77
11 78
11 79
11 80
11 81
11 82
11 83
11 84
11 85
11 87
11 88
11 89
11 91
11 92
11 94
11 98
11 100
11 101
11 102
11 103
11 104
11 106
11 107
11 109
11 110
11 111
11 112
11 113
12 15
12 16
12 18
12 19
12 20
12 21
12 22
12 23
12 25
12 26
12 29
12 30
12 31
12 32
12 33
12 36
12 38
12 39
12 40
12 41
12 43
12 44
12 45
12 50
12 51
12 99
12 105
12 106
12 107
12 108
13 16
13 18
13 20
13 21
13 22
13 23
13 26
13 27
13 29
13 31
13 32
13 34
13 35
13 36
13 37
13 38
13 39
13 40
13 44
13 45
13 48
13 50
13 51
13 57
13 58
13 59
13 60
13 62
13 63
13 87
13 90
13 93
13 94
13 99
13 105
13 106
13 107
13 108
13 111
13 113
14 15
14 16
14 27
14 31
14 34
14 35
14 36
14 38
14 41
14 45
14 47
14 48
14 49
14 50
14 51
14 54
14 56
14 60
14 62
14 63
14 64
14 86
14 90
14 92
14 93
14 95
14 100
14 101
14 102
14 104
14 105
14 106
14 107
14 108
14 110
15 18
15 19
15 20
15 22
15 23
15 24
15 26
15 27
15 29
15 31
15 32
15 34
15 35
15 39
15 40
15 42
15 43
15 44
15 45
15 47
15 48
15 50
15 51
15 58
15 59
15 60
15 62
15 63
15 64
15 71
15 72
15 73
15 74
15 81
15 84
15 87
15 90
15 94
15 95
15 99
15 104
15 105
15 106
15 107
15 108
15 111
16 18
16 19
16 20
16 21
16 22
16 23
16 24
16 25
16 26
16 28
16 29
16 30
16 31
16 33
16 34
16 35
16 39
16 40
16 41
16 42
16 43
16 44
16 45
16 46
16 47
16 48
16 49
16 50
16 51
16 52
16 53
16 54
16 55
16 56
16 57
16 58
16 60
16 61
16 63
16 64
16 69
16 70
16 71
16 72
16 73
16 74
16 75
16 76
16 77
16 78
16 79
16 80
16 81
16 82
16 83
16 84
16 85
16 86
16 87
16 88
16 89
16 90
16 91
16 92
16 95
16 99
16 100
16 102
16 103
16 105
16 106
16 108
16 109
16 110
16 112
16 113
17 20
17 21
17 22
17 23
17 27
17 31
17 32
17 33
17 34
17 35
17 36
17 37
17 39
17 40
17 41
17 44
17 45
17 46
17 47
17 48
17 50
17 51
17 52
17 54
17 55
17 56
17 57
17 58
17 59
17 60
17 62
17 63
17 64
17 69
17 70
17 73
17 74
17 78
17 79
17 80
17 82
17 84
17 85
17 86
17 87
17 88
17 89
17 90
17 91
17 93
17 94
17 95
17 99
17 100
17 102
17 103
17 104
17 105
17 107
17 108
17 110
17 111
18 25
18 28
18 31
18 34
18 35
18 36
18 38
18 41
18 48
18 49
18 50
18 51
18 54
18 60
18 62
18 63
18 86
18 90
18 93
18 95
18 99
18 102
18 105
18 106
18 107
18 108
18 111
18 112
19 21
19 23
19 27
19 28
19 29
19 31
19 33
19 34
19 35
19 36
19 37
19 38
19 39
19 41
19 42
19 44
19 45
19 48
19 51
19 52
19 56
19 57
19 58
19 59
19 60
19 62
19 63
19 64
19 87
19 90
19 91
19 93
19 94
19 95
19 99
19 100
19 102
19 104
19 105
19 106
19 107
19 108
19 110
19 111
19 112
20 21
20 24
20 25
20 27
20 28
20 29
20 31
20 33
20 35
20 36
20 42
20 48
20 49
20 51
20 63
20 90
20 99
20 102
20 107
20 108
20 111
20 112
21 25
21 26
21 31
21 32
21 33
21 36
21 37
21 38
21 40
21 41
21 48
21 49
21 50
21 51
21 57
21 63
21 90
21 93
21 99
21 102
21 111
21 112
22 24
22 25
22 26
22 27
22 28
22 30
22 31
22 33
22 35
22 41
22 42
22 43
22 45
22 46
22 47
22 48
22 49
22 54
22 55
22 58
22 60
22 61
22 62
22 63
22 69
22 72
22 73
22 74
22 75
22 78
22 79
22 80
22 82
22 83
22 84
22 85
22 86
22 87
22 88
22 89
22 94
22 99
22 103
22 104
22 105
22 106
22 108
22 111
22 112
22 113
23 24
23 25
23 26
23 27
23 28
23 30
23 31
23 33
23 34
23 35
23 40
23 42
23 43
23 48
23 49
23 51
23 60
23 62
23 63
23 64
23 90
23 93
23 95
23 99
23 102
23 108
23 110
23 111
23 112
23 113
24 31
24 32
24 34
24 35
24 36
24 38
24 39
24 40
24 41
24 45
24 48
24 49
24 50
24 51
24 60
24 62
24 63
24 90
24 99
24 105
24 106
24 107
24 108
24 111
25 27
25 29
25 32
25 34
25 35
25 37
25 38
25 39
25 40
25 41
25 42
25 44
25 45
25 48
25 51
25 52
25 56
25 57
25 58
25 59
25 60
25 62
25 63
25 64
25 87
25 90
25 91
25 93
25 94
25 95
25 99
25 100
25 104
25 105
25 106
25 107
25 108
25 110
25 111
25 112
25 113
26 27
26 29
26 34
26 35
26 36
26 38
26 39
26 42
26 44
26 48
26 51
26 54
26 60
26 62
26 63
26 64
26 86
26 90
26 91
26 93
26 95
26 99
26 105
26 106
26 107
26 108
26 110
26 111
26 112
27 30
27 31
27 32
27 33
27 40
27 41
27 43
27 44
27 50
27 107
27 108
27 112
27 113
28 31
28 32
28 33
28 34
28 35
28 36
28 37
28 38
28 39
28 40
28 41
28 44
28 45
28 48
28 50
28 51
28 52
28 56
28 57
28 60
28 62
28 63
28 64
28 90
28 91
28 93
28 95
28 99
28 100
28 104
28 105
28 106
28 107
28 108
28 110
29 30
29 31
29 33
29 38
29 40
29 41
29 43
29 49
29 50
29 63
29 99
29 102
29 106
29 111
29 112
29 113
30 34
30 35
30 37
30 38
30 41
30 45
30 47
30 49
30 50
30 52
30 53
30 54
30 56
30 57
30 58
30 59
30 60
30 61
30 62
30 64
30 65
30 69
30 71
30 72
30 73
30 74
30 75
30 78
30 80
30 81
30 82
30 83
30 84
30 85
30 86
30 87
30 88
30 89
30 91
30 92
30 93
30 94
30 95
30 99
30 100
30 101
30 102
30 104
30 105
30 106
30 107
30 108
30 110
30 111
30 112
31 36
31 38
31 39
31 42
31 44
31 45
31 47
31 48
31 49
31 50
31 52
31 53
31 54
31 56
31 59
31 60
31 61
31 64
31 65
31 69
31 72
31 74
31 75
31 77
31 78
31 80
31 81
31 82
31 83
31 84
31 86
31 92
31 93
31 94
31 100
31 101
31 102
31 104
31 105
31 106
31 107
31 108
31 109
31 113
32 34
32 35
32 36
32 37
32 38
32 42
32 43
32 47
32 48
32 49
32 51
32 53
32 54
32 56
32 59
32 60
32 62
32 64
32 65
32 86
32 90
32 91
32 92
32 93
32 94
32 95
32 100
32 101
32 102
32 104
32 105
32 107
32 108
32 110
32 111
32 112
32 113
33 36
33 37
33 38
33 39
33 41
33 45
33 47
33 48
33 49
33 50
33 52
33 53
33 54
33 56
33 57
33 58
33 59
33 61
33 64
33 65
33 69
33 72
33 74
33 75
33 78
33 80
33 81
33 82
33 83
33 84
33 86
33 87
33 91
33 92
33 93
33 94
33 95
33 100
33 101
33 102
33 104
33 105
33 106
33 107
33 108
33 109
33 110
33 111
33 112
33 113
34 36
34 38
34 40
34 41
34 42
34 43
34 44
34 45
34 47
34 48
34 49
34 50
34 52
34 53
34 54
34 56
34 59
34 60
34 61
34 64
34 65
34 69
34 72
34 74
34 75
34 77
34 78
34 80
34 81
34 82
34 83
34 84
34 86
34 91
34 93
34 94
34 102
34 104
34 105
34 106
34 107
34 108
34 109
34 110
35 38
35 39
35 41
35 42
35 43
35 44
35 45
35 48
35 49
35 51
35 52
35 53
35 56
35 60
35 62
35 64
35 65
35 90
35 91
35 93
35 95
35 99
35 100
35 104
35 105
35 107
35 108
35 110
36 39
36 40
36 41
36 42
36 43
36 44
36 45
36 47
36 48
36 50
36 51
36 54
36 58
36 59
36 60
36 62
36 63
36 64
36 71
36 72
36 73
36 74
36 75
36 81
36 83
36 84
36 86
36 87
36 90
36 94
36 95
36 99
36 102
36 104
36 105
36 106
36 107
36 108
36 112
36 113
37 46
37 47
37 48
37 49
37 50
37 51
37 52
37 54
37 61
37 62
37 63
37 64
37 69
37 70
37 71
37 73
37 74
37 75
37 78
37 79
37 80
37 81
37 82
37 83
37 84
37 85
37 86
37 88
37 89
37 90
37 91
37 92
37 95
37 99
37 102
37 104
37 105
37 106
37 107
37 108
37 112
37 113
38 41
38 42
38 43
38 45
38 46
38 47
38 48
38 50
38 51
38 52
38 54
38 55
38 56
38 57
38 58
38 59
38 61
38 62
38 63
38 64
38 69
38 70
38 71
38 72
38 73
38 74
38 75
38 78
38 79
38 80
38 81
38 82
38 83
38 84
38 85
38 86
38 87
38 88
38 89
38 90
38 91
38 92
38 94
38 95
38 99
38 100
38 102
38 103
38 104
38 105
38 107
38 108
38 110
38 112
38 113
39 42
39 43
39 48
39 49
39 51
39 63
39 90
39 99
39 102
39 107
39 108
39 111
39 112
39 113
40 42
40 43
40 44
40 48
40 51
40 53
40 60
40 62
40 64
40 65
40 90
40 91
40 92
40 95
40 99
40 100
40 101
40 102
40 104
40 110
40 111
40 112
40 113
41 42
41 43
41 44
41 48
41 51
41 53
41 54
41 60
41 62
41 64
41 65
41 86
41 90
41 91
41 92
41 93
41 95
41 99
41 100
41 101
41 104
41 105
41 108
41 110
41 111
41 112
41 113
42 48
42 49
42 51
42 52
42 53
42 56
42 60
42 62
42 63
42 64
42 65
42 71
42 75
42 77
42 84
42 86
42 90
42 91
42 93
42 95
42 99
42 100
42 106
42 107
42 108
42 109
42 110
43 48
43 49
43 50
43 51
43 60
43 62
43 63
43 90
43 91
43 95
43 99
43 106
43 107
43 108
43 110
43 111
43 112
44 45
44 48
44 50
44 51
44 52
44 55
44 56
44 58
44 60
44 61
44 62
44 63
44 69
44 70
44 71
44 75
44 76
44 77
44 80
44 85
44 90
44 92
44 95
44 99
44 102
44 103
44 104
44 107
44 108
44 109
44 111
44 112
45 50
45 51
45 52
45 55
45 56
45 63
45 64
45 65
45 70
45 71
45 74
45 76
45 77
45 80
45 82
45 83
45 90
45 91
45 92
45 93
45 95
45 98
45 99
45 100
45 103
45 104
45 107
45 109
45 110
45 112
45 113
46 48
46 49
46 51
46 52
46 54
46 55
46 56
46 57
46 58
46 59
46 60
46 62
46 64
46 69
46 70
46 72
46 74
46 75
46 76
46 78
46 80
46 81
46 83
46 84
46 86
46 87
46 89
46 90
46 93
46 95
46 99
46 103
46 104
46 105
46 107
46 108
47 49
47 50
47 53
47 55
47 59
47 63
47 65
47 70
47 71
47 76
47 77
47 87
47 91
47 92
47 93
47 98
47 100
47 101
47 103
47 107
47 109
47 110
48 53
48 55
48 57
48 59
48 63
48 65
48 70
48 76
48 77
48 79
48 92
48 98
48 99
48 100
48 101
48 103
48 109
48 113
49 51
49 53
49 54
49 57
49 59
49 60
49 63
49 64
49 65
49 72
49 73
49 74
49 78
49 79
49 81
49 82
49 83
49 84
49 86
49 87
49 88
49 89
49 90
49 91
49 93
49 94
49 98
49 99
49 100
49 101
49 102
49 105
49 106
49 110
49 113
50 54
50 55
50 57
50 58
50 59
50 60
50 61
50 63
50 69
50 70
50 72
50 73
50 74
50 76
50 78
50 79
50 80
50 81
50 82
50 83
50 85
50 87
50 88
50 89
50 90
50 92
50 94
50 98
50 99
50 101
50 102
50 103
50 104
50 105
50 106
50 111
50 112
50 113
51 55
51 57
51 58
51 59
51 61
51 65
51 70
51 71
51 72
51 73
51 76
51 77
51 78
51 79
51 80
51 81
51 82
51 84
51 85
51 86
51 87
51 88
51 89
51 94
51 98
51 101
51 102
51 103
51 106
51 107
51 109
51 112
51 113
52 57
52 58
52 59
52 60
52 61
52 63
52 65
52 69
52 70
52 72
52 73
52 78
52 79
52 81
52 82
52 83
52 84
52 85
52 86
52 87
52 88
52 89
52 92
52 93
52 94
52 98
52 99
52 101
52 102
52 103
53 54
53 55
53 60
53 61
53 62
53 69
53 70
53 71
53 74
53 75
53 76
53 78
53 80
53 83
53 84
53 86
53 87
53 89
53 93
53 94
53 95
53 99
53 104
53 105
53 106
53 108
54 57
54 59
54 63
54 64
54 65
54 70
54 71
54 76
54 77
54 91
54 92
54 93
54 98
54 99
54 100
54 109
