instance_name pci_020_n0069_orig
0 61
0 62
0 65
1 11
1 12
1 13
1 14
1 17
1 18
1 19
1 20
1 22
1 25
1 26
1 27
1 28
1 30
1 32
1 34
1 36
1 39
1 40
1 41
1 42
1 43
1 44
1 45
1 46
1 48
1 49
1 50
1 51
1 55
1 56
1 57
1 58
1 59
1 61
1 62
1 63
1 64
1 66
1 68
2 6
2 7
2 13
2 14
2 17
2 19
2 20
2 21
2 23
2 24
2 25
2 26
2 27
2 28
2 29
2 31
2 32
2 34
2 36
2 37
2 41
2 42
2 43
2 44
2 46
2 47
2 50
2 52
2 53
2 58
2 59
2 65
2 66
2 68
3 13
3 16
3 17
3 43
4 13
4 16
4 17
4 43
5 6
5 10
5 12
5 14
5 22
5 25
5 26
5 33
5 34
5 35
5 42
5 44
5 67
5 68
6 10
6 11
6 12
6 14
6 15
6 16
6 17
6 18
6 19
6 20
6 22
6 23
6 25
6 26
6 28
6 30
6 34
6 35
6 39
6 40
6 42
6 43
6 45
6 46
6 48
6 49
6 51
6 52
6 54
6 55
6 56
6 57
6 60
6 61
6 63
6 64
6 66
6 67
6 68
7 9
7 10
7 11
7 13
7 17
7 18
7 19
7 20
7 25
7 27
7 28
7 30
7 32
7 36
7 37
7 38
7 39
7 43
7 44
7 45
7 46
7 47
7 49
7 50
7 51
7 52
7 54
7 55
7 56
7 57
7 58
7 59
7 60
7 61
7 62
7 63
7 67
7 68
8 12
8 13
8 14
8 17
8 19
8 20
8 21
8 22
8 23
8 24
8 25
8 26
8 27
8 28
8 29
8 31
8 32
8 34
8 36
8 37
8 40
8 41
8 43
8 44
8 46
8 47
8 48
8 50
8 52
8 53
8 58
8 59
8 62
8 64
8 65
8 66
8 67
8 68
9 13
9 14
9 17
9 18
9 19
9 20
9 21
9 23
9 24
9 25
9 26
9 27
9 28
9 29
9 30
9 31
9 32
9 33
9 34
9 36
9 39
9 40
9 41
9 42
9 43
9 44
9 45
9 46
9 47
9 49
9 50
9 51
9 52
9 53
9 56
9 57
9 58
9 59
9 62
9 63
9 64
9 65
9 66
9 68
10 12
10 13
10 14
10 17
10 19
10 20
10 21
10 22
10 23
10 24
10 25
10 26
10 27
10 28
10 29
10 31
10 32
10 36
10 37
10 40
10 41
10 46
10 47
10 50
10 52
10 53
10 58
10 59
10 63
10 64
10 65
10 66
10 67
10 68
11 14
11 17
11 19
11 20
11 23
11 24
11 25
11 26
11 27
11 29
11 31
11 32
11 33
11 34
11 36
11 37
11 41
11 42
11 43
11 44
11 47
11 53
11 59
11 65
11 68
12 15
12 16
12 17
12 21
12 23
12 24
12 27
12 28
12 30
12 31
12 32
12 33
12 35
12 36
12 37
12 38
12 39
12 41
12 44
12 45
12 46
12 47
12 48
12 49
12 50
12 51
12 52
12 53
12 56
12 57
12 58
12 59
12 61
12 63
13 21
13 23
13 24
13 25
13 27
13 28
13 29
13 31
13 32
13 35
13 36
13 37
13 38
13 40
13 41
13 44
13 46
13 47
13 50
13 52
13 53
13 58
13 59
13 62
13 63
13 64
13 65
13 66
13 68
14 15
14 16
14 21
14 24
14 25
14 27
14 28
14 29
14 31
14 37
14 38
14 40
14 41
14 46
14 47
14 48
14 50
14 52
14 53
14 58
14 59
14 63
14 65
15 22
15 26
15 33
15 34
15 35
15 42
15 43
15 67
16 22
16 26
16 33
16 34
16 35
16 42
16 43
16 67
17 22
17 23
17 24
17 25
17 26
17 29
17 33
17 34
17 37
17 38
17 44
17 53
17 64
17 66
17 67
17 68
18 19
18 20
18 21
18 24
18 28
18 29
18 30
18 31
18 32
18 33
18 34
18 36
18 38
18 39
18 40
18 42
18 45
18 46
18 48
18 49
18 50
18 51
18 52
18 54
18 56
18 57
18 60
18 61
18 62
18 63
18 64
18 65
18 66
19 20
19 21
19 24
19 25
19 28
19 29
19 30
19 31
19 32
19 33
19 34
19 35
19 36
19 39
19 40
19 42
19 45
19 48
19 49
19 50
19 51
19 52
19 54
19 56
19 57
19 60
19 61
19 62
19 63
19 64
19 65
19 66
20 21
20 24
20 25
20 27
20 28
20 29
20 30
20 31
20 32
20 33
20 35
20 36
20 39
20 40
20 41
20 42
20 45
20 46
20 49
20 50
20 51
20 52
20 56
20 57
20 58
20 59
20 61
20 62
20 63
20 64
20 65
20 66
21 30
21 31
21 32
21 35
21 36
21 38
21 42
21 43
21 44
21 45
21 48
21 49
21 50
21 52
21 54
21 55
21 56
21 57
21 59
21 60
21 61
21 62
21 67
21 68
22 27
22 28
22 30
22 31
22 32
22 33
22 35
22 36
22 37
22 38
22 39
22 40
22 41
22 44
22 45
22 46
22 47
22 48
22 49
22 50
22 51
22 52
22 53
22 55
22 56
22 57
22 58
22 61
22 63
22 65
23 25
23 27
23 28
23 30
23 31
23 32
23 36
23 37
23 38
23 39
23 40
23 41
23 43
23 44
23 45
23 46
23 47
23 48
23 49
23 50
23 51
23 52
23 53
23 55
23 56
23 57
23 58
23 59
23 61
23 63
23 67
24 35
24 43
24 44
24 54
24 56
24 59
24 60
24 62
24 67
24 68
25 27
25 32
25 33
25 35
25 36
25 37
25 39
25 41
25 42
25 44
25 45
25 46
25 47
25 48
25 50
25 51
25 52
25 53
25 54
25 55
25 56
25 58
25 59
25 60
25 61
25 63
25 65
25 66
25 67
25 68
26 27
26 28
26 30
26 31
26 32
26 36
26 37
26 38
26 39
26 41
26 43
26 45
26 46
26 47
26 48
26 49
26 50
26 51
26 52
26 53
26 55
26 56
26 57
26 58
26 59
26 61
26 63
26 65
27 34
27 35
27 39
27 40
27 42
27 43
27 54
27 55
27 56
27 60
27 62
27 63
27 64
27 66
27 68
28 30
28 32
28 35
28 36
28 38
28 42
28 43
28 47
28 48
28 53
28 54
28 57
28 59
28 60
28 61
28 62
28 65
28 66
28 67
28 68
29 30
29 32
29 36
29 39
29 43
29 44
29 45
29 48
29 49
29 51
29 54
29 55
29 57
29 59
29 60
29 61
29 62
29 67
30 33
30 34
30 38
30 40
30 42
30 43
30 45
30 46
30 47
30 52
30 53
30 57
30 58
30 59
30 61
30 62
30 63
30 64
30 65
30 66
31 34
31 35
31 39
31 42
31 43
31 48
31 54
31 55
31 56
31 60
31 62
31 63
31 66
31 68
32 33
32 34
32 35
32 37
32 39
32 40
32 42
32 46
32 49
32 51
32 52
32 55
32 56
32 58
32 63
32 64
32 66
33 36
33 39
33 40
33 44
33 45
33 48
33 49
33 51
33 54
33 55
33 56
33 57
33 60
33 61
33 62
33 63
33 64
33 67
33 68
34 36
34 37
34 38
34 39
34 41
34 44
34 45
34 46
34 47
34 48
34 49
34 50
34 51
34 52
34 53
34 55
34 56
34 57
34 59
34 61
34 65
35 36
35 37
35 40
35 41
35 43
35 46
35 47
35 48
35 50
35 52
35 53
35 56
35 58
35 59
35 63
35 64
35 65
35 66
35 67
36 39
36 40
36 42
36 46
36 49
36 52
36 54
36 55
36 56
36 58
36 63
36 64
36 66
37 43
37 44
37 48
37 54
37 55
37 60
37 61
37 62
37 67
37 68
38 39
38 40
38 42
38 43
38 44
38 45
38 46
38 48
38 49
38 50
38 51
38 52
38 54
38 55
38 56
38 57
38 58
38 60
38 61
38 62
38 63
38 64
38 66
38 68
39 42
39 46
39 47
39 48
39 50
39 52
39 53
39 57
39 58
39 59
39 61
39 62
39 64
39 65
39 66
40 42
40 43
40 44
40 47
40 48
40 50
40 53
40 54
40 55
40 57
40 59
40 60
40 61
40 65
40 66
40 67
40 68
41 42
41 43
41 55
41 62
41 64
41 66
41 68
42 45
42 46
42 47
42 48
42 49
42 50
42 51
42 52
42 55
42 56
42 57
42 58
42 59
42 61
42 63
42 65
43 46
43 47
43 49
43 50
43 52
43 53
43 57
43 58
43 59
43 63
43 64
43 65
43 66
44 53
44 64
44 66
44 67
45 48
45 52
45 54
45 55
45 59
45 60
45 62
45 63
45 64
45 65
45 66
46 48
46 54
46 55
46 57
46 59
46 60
46 61
46 62
46 63
46 64
46 66
46 68
47 48
47 49
47 51
47 52
47 54
47 55
47 56
47 60
47 63
47 64
47 68
48 52
48 53
48 55
48 56
48 57
48 58
48 59
48 61
48 62
48 63
48 64
48 65
48 66
49 53
49 59
49 60
49 61
49 62
49 64
49 65
49 66
50 54
50 55
50 56
50 60
50 63
50 64
50 66
50 68
51 55
51 59
51 60
51 61
51 62
51 63
51 64
51 65
51 66
52 54
52 55
52 56
52 57
52 59
52 60
52 61
52 62
52 64
52 66
52 68
53 54
53 55
53 56
53 60
53 62
53 63
53 64
53 67
53 68
54 57
54 58
54 59
54 61
54 62
54 63
54 65
55 57
55 58
55 60
55 61
55 63
55 64
55 65
55 66
56 58
56 59
56 60
56 62
56 63
56 64
56 65
56 66
56 68
57 60
57 62
57 63
57 64
57 66
58 60
58 62
58 63
58 64
58 67
58 68
59 60
59 61
59 63
59 64
59 66
60 63
60 65
61 63
61 64
61 66
62 65
62 66
63 66
63 67
63 68
64 67
65 67
65 68
66 67
66 68
67 68
original_pcis
407
406
405
461
460
459
481
482
480
432
433
434
150
151
152
397
398
396
0
0
0
448
447
449
316
315
317
5
13
21
438
439
440
428
427
426
359
358
357
76
75
77
472
471
473
477
478
479
387
389
388
242
241
240
331
330
332
351
352
353
185
184
183
412
411
413
0
0
0
cp_solver_time 0.403436035
feasible_solution
471
446
480
477
482
480
475
443
477
465
464
482
474
473
404
479
481
470
456
481
474
450
472
453
478
452
456
461
462
468
441
479
459
457
447
460
449
476
439
471
438
463
454
467
481
477
451
470
467
480
455
460
458
469
453
482
473
445
448
472
465
464
482
348
466
442
349
482
471
num_inter_technology_neighbors 0
inter_technology_neighbors
